SSID,BSSID,Encryption,latitude,longitude,Channel,Frequency,Last Update
Hotspot6073,00:54:af:db:60:73,wpa2,31.88723351,-102.3057353,4,,11/12/24 0:36
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.88723351,-102.3057353,1,,11/12/24 0:36
Verizon_HT97X4,38:88:71:07:0c:d9,wpa2,31.88723351,-102.3057353,6,,11/12/24 0:36
Andrade Guest,90:d0:92:a9:4c:55,wpa2,31.88723351,-102.3057353,5,,11/12/24 0:36
Andrade,90:d0:92:a9:4c:54,wpa2,31.88723351,-102.3057353,5,,11/12/24 0:36
ATT8gA7j4b,10:c4:ca:39:20:04,wpa2,31.88723351,-102.3057353,11,,11/12/24 0:36
ATTDCTIAQv,6c:4b:b4:30:67:44,wpa2,31.88723351,-102.3057353,1,,11/12/24 0:36
tlad2b54,88:6a:e3:ad:2b:54,wpa2,31.88723351,-102.3057353,6,,11/12/24 0:36
Glenhaven,9c:57:bc:a2:29:e6,wpa2,31.88723351,-102.3057353,1,,11/12/24 0:36
Hot Singles Here,90:d0:92:9f:31:64,wpa2,31.88723351,-102.3057353,1,,11/12/24 0:36
,12:3f:0b:ff:11:2c,wpa2,31.88723351,-102.3057353,1,,11/12/24 0:36
myChevrolet 0590,00:92:a5:a4:64:5d,wpa2,31.88723351,-102.3057353,1,,11/12/24 0:36
Glenhaven,9c:57:bc:a9:00:c6,wpa2,31.88802091,-102.3047303,1,,11/12/24 0:36
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88802091,-102.3047303,52,,11/12/24 0:36
,9c:57:bc:a9:00:c3,unknown,31.88802091,-102.3047303,1,,11/12/24 0:36
Hotspot6073,00:54:af:db:60:73,wpa2,31.88802091,-102.3047303,4,,11/12/24 0:36
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.88802091,-102.3047303,1,,11/12/24 0:36
Verizon_HT97X4,38:88:71:07:0c:d9,wpa2,31.88802091,-102.3047303,6,,11/12/24 0:36
Andrade Guest,90:d0:92:a9:4c:55,wpa2,31.88802091,-102.3047303,5,,11/12/24 0:36
Andrade,90:d0:92:a9:4c:54,wpa2,31.88802091,-102.3047303,5,,11/12/24 0:36
ATT8gA7j4b,10:c4:ca:39:20:04,wpa2,31.88802091,-102.3047303,11,,11/12/24 0:36
ATTDCTIAQv,6c:4b:b4:30:67:44,wpa2,31.88802091,-102.3047303,1,,11/12/24 0:36
tlad2b54,88:6a:e3:ad:2b:54,wpa2,31.88802091,-102.3047303,6,,11/12/24 0:36
Glenhaven,9c:57:bc:a2:29:e6,wpa2,31.88802091,-102.3047303,1,,11/12/24 0:36
Hot Singles Here,90:d0:92:9f:31:64,wpa2,31.88802091,-102.3047303,1,,11/12/24 0:36
,12:3f:0b:ff:11:2c,wpa2,31.88802091,-102.3047303,1,,11/12/24 0:36
myChevrolet 0590,00:92:a5:a4:64:5d,wpa2,31.88802091,-102.3047303,1,,11/12/24 0:36
DIRECTV_WVB_C3313D86,bc:30:7d:fa:b0:f2,wpa2,31.88807085,-102.3045778,112,,11/12/24 0:36
NETGEAR28,c8:9e:43:be:4a:49,wpa2,31.88807085,-102.3045778,3,,11/12/24 0:36
Marks,d0:fc:d0:92:11:88,wpa2,31.88807085,-102.3045778,52,,11/12/24 0:36
ATTY34m57i,b4:63:6f:d5:91:c8,wpa2,31.88807085,-102.3045778,48,,11/12/24 0:36
,b4:63:6f:d5:91:cc,wpa2,31.88807085,-102.3045778,100,,11/12/24 0:36
ATTY34m57i,88:41:fc:d1:8a:90,wpa2,31.88813951,-102.3043215,100,,11/12/24 0:36
NETGEAR79,10:da:43:c6:2d:88,wpa2,31.88813951,-102.3043215,7,,11/12/24 0:36
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.88813951,-102.3043215,6,,11/12/24 0:36
tlc8f993,0c:83:cc:c8:f9:93,wpa2,31.88813951,-102.3043215,11,,11/12/24 0:36
Verizon_RD74LX,58:96:71:0d:28:0a,wpa2,31.88819288,-102.3041111,11,,11/12/24 0:36
ARRIS-0395,98:f7:81:55:48:e9,wpa2,31.88819288,-102.3041111,11,,11/12/24 0:36
ATT8Gyt7wu,d0:fc:d0:94:e8:78,wpa2,31.88819288,-102.3041111,52,,11/12/24 0:36
ATT8Gyt7wu,d0:fc:d0:94:e8:74,wpa2,31.88819288,-102.3041111,8,,11/12/24 0:36
2WIRE308,ac:8f:a9:d2:f1:c8,wpa2,31.88824499,-102.303892,48,,11/12/24 0:36
ARRIS-1463,5c:8f:e0:01:14:61,wpa2,31.88824499,-102.303892,11,,11/12/24 0:36
tldec828,88:6a:e3:de:c8:28,wpa2,31.88824499,-102.303892,11,,11/12/24 0:36
ATT8Gyt7wu,d0:fc:d0:94:e8:7c,wpa2,31.88824499,-102.303892,161,,11/12/24 0:36
,d0:fc:d0:94:e8:7f,wpa2,31.88824499,-102.303892,161,,11/12/24 0:36
ARRIS-0395-5G,98:f7:81:55:48:ea,wpa2,31.88824499,-102.303892,161,,11/12/24 0:36
ATTY34m57i,b4:63:6f:d5:91:c8,wpa2,31.88833461,-102.3035336,48,,11/12/24 0:36
ATT8Gyt7wu,d0:fc:d0:94:e8:78,wpa2,31.88844552,-102.3030729,52,,11/12/24 0:36
ATT8Gyt7wu,d0:fc:d0:94:e8:74,wpa2,31.88844552,-102.3030729,8,,11/12/24 0:36
2WIRE308,ac:8f:a9:d2:f1:c8,wpa2,31.88850028,-102.3028818,48,,11/12/24 0:36
ARRIS-1463,5c:8f:e0:01:14:61,wpa2,31.88850028,-102.3028818,11,,11/12/24 0:36
tldec828,88:6a:e3:de:c8:28,wpa2,31.88850028,-102.3028818,11,,11/12/24 0:36
ATT8Gyt7wu,d0:fc:d0:94:e8:7c,wpa2,31.88850028,-102.3028818,161,,11/12/24 0:36
,d0:fc:d0:94:e8:7f,wpa2,31.88850028,-102.3028818,161,,11/12/24 0:36
ARRIS-0395-5G,98:f7:81:55:48:ea,wpa2,31.88850028,-102.3028818,161,,11/12/24 0:36
ATTY34m57i,b4:63:6f:d5:91:c8,wpa2,31.88858664,-102.3024696,48,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:2c,wpa2,31.88858664,-102.3024696,100,,11/12/24 0:37
,44:a5:6e:44:ba:69,wpa2,31.88858664,-102.3024696,157,,11/12/24 0:37
SunsNet,de:36:0c:5b:bb:f0,wpa2,31.88858664,-102.3024696,149,,11/12/24 0:37
TMOBILE-7603,c0:d7:aa:f3:76:05,wpa2,31.88858664,-102.3024696,5,,11/12/24 0:37
ORBI38,44:a5:6e:44:c8:20,wpa2,31.88858664,-102.3024696,48,,11/12/24 0:37
tlc4105d,0c:83:cc:c4:10:5d,wpa2,31.88858664,-102.3024696,1,,11/12/24 0:37
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.88858664,-102.3024696,6,,11/12/24 0:37
tlb9d3d1,0c:83:cc:b9:d3:d1,wpa2,31.88858664,-102.3024696,11,,11/12/24 0:37
ATTJH3BIs3,ac:8f:a9:d0:1c:74,wpa2,31.88858664,-102.3024696,5,,11/12/24 0:37
[range]_E30AJT7113406P,bc:10:2f:93:5f:5c,wpa2,31.88858664,-102.3024696,1,,11/12/24 0:37
NETGEAR06-5G-1,10:0c:6b:62:42:7b,wpa2,31.88858664,-102.3024696,44,,11/12/24 0:37
ARRIS-4101-5G,24:94:cb:b5:6f:60,wpa2,31.88858664,-102.3024696,161,,11/12/24 0:37
MOTOROLA-A86B3,9c:c9:eb:06:9d:59,wpa2,31.88858664,-102.3024696,153,,11/12/24 0:37
MOTOROLA-A86B3,9c:c9:eb:06:9d:57,wpa2,31.88858664,-102.3024696,11,,11/12/24 0:37
ORBI38,44:a5:6e:44:ba:6a,wpa2,31.88858664,-102.3024696,48,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:28,wpa2,31.88858664,-102.3024696,52,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:24,wpa2,31.88858664,-102.3024696,1,,11/12/24 0:37
ORBI38,4a:a5:6e:44:c8:1d,wpa2,31.88858664,-102.3024696,11,,11/12/24 0:37
DIRECT-E5-HP DeskJet 2800 series,28:c5:c8:e2:49:e6,wpa2,31.88858664,-102.3024696,11,,11/12/24 0:37
Linksys15881,c4:41:1e:a4:08:5e,wpa2,31.88858664,-102.3024696,11,,11/12/24 0:37
,48:41:7b:3d:d1:2f,wpa2,31.88858664,-102.3024696,100,,11/12/24 0:37
LG_Speaker_SP8YA_2467.l057,fa:8f:ca:8f:ea:ad,open,31.88858664,-102.3024696,6,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:2c,wpa2,31.88961489,-102.3018944,100,,11/12/24 0:37
,44:a5:6e:44:ba:69,wpa2,31.88961489,-102.3018944,157,,11/12/24 0:37
SunsNet,de:36:0c:5b:bb:f0,wpa2,31.88961489,-102.3018944,149,,11/12/24 0:37
TMOBILE-7603,c0:d7:aa:f3:76:05,wpa2,31.88961489,-102.3018944,5,,11/12/24 0:37
ORBI38,44:a5:6e:44:c8:20,wpa2,31.88961489,-102.3018944,48,,11/12/24 0:37
tlc4105d,0c:83:cc:c4:10:5d,wpa2,31.88961489,-102.3018944,1,,11/12/24 0:37
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.88961489,-102.3018944,6,,11/12/24 0:37
tlb9d3d1,0c:83:cc:b9:d3:d1,wpa2,31.88961489,-102.3018944,11,,11/12/24 0:37
ATTJH3BIs3,ac:8f:a9:d0:1c:74,wpa2,31.88961489,-102.3018944,5,,11/12/24 0:37
[range]_E30AJT7113406P,bc:10:2f:93:5f:5c,wpa2,31.88961489,-102.3018944,1,,11/12/24 0:37
NETGEAR06-5G-1,10:0c:6b:62:42:7b,wpa2,31.88961489,-102.3018944,44,,11/12/24 0:37
ARRIS-4101-5G,24:94:cb:b5:6f:60,wpa2,31.88961489,-102.3018944,161,,11/12/24 0:37
MOTOROLA-A86B3,9c:c9:eb:06:9d:59,wpa2,31.88961489,-102.3018944,153,,11/12/24 0:37
MOTOROLA-A86B3,9c:c9:eb:06:9d:57,wpa2,31.88961489,-102.3018944,11,,11/12/24 0:37
ORBI38,44:a5:6e:44:ba:6a,wpa2,31.88961489,-102.3018944,48,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:28,wpa2,31.88961489,-102.3018944,52,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:24,wpa2,31.88961489,-102.3018944,1,,11/12/24 0:37
ORBI38,4a:a5:6e:44:c8:1d,wpa2,31.88961489,-102.3018944,11,,11/12/24 0:37
DIRECT-E5-HP DeskJet 2800 series,28:c5:c8:e2:49:e6,wpa2,31.88961489,-102.3018944,11,,11/12/24 0:37
Linksys15881,c4:41:1e:a4:08:5e,wpa2,31.88961489,-102.3018944,11,,11/12/24 0:37
,48:41:7b:3d:d1:2f,wpa2,31.88961489,-102.3018944,100,,11/12/24 0:37
LG_Speaker_SP8YA_2467.l057,fa:8f:ca:8f:ea:ad,open,31.88961489,-102.3018944,6,,11/12/24 0:37
ATT98FNnQs,10:c4:ca:93:bd:24,wpa2,31.88976333,-102.3018758,6,,11/12/24 0:37
SBG8300-643D-5G,b0:5d:d4:f8:13:00,wpa2,31.88981871,-102.3018715,48,,11/12/24 0:37
SBG8300Guest-643D-5G,b2:5d:d4:f8:13:20,wpa2,31.88981871,-102.3018715,48,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:2c,wpa2,31.89063423,-102.3016491,100,,11/12/24 0:37
,44:a5:6e:44:ba:69,wpa2,31.89063423,-102.3016491,157,,11/12/24 0:37
SunsNet,de:36:0c:5b:bb:f0,wpa2,31.89063423,-102.3016491,149,,11/12/24 0:37
TMOBILE-7603,c0:d7:aa:f3:76:05,wpa2,31.89063423,-102.3016491,5,,11/12/24 0:37
ORBI38,44:a5:6e:44:c8:20,wpa2,31.89063423,-102.3016491,48,,11/12/24 0:37
tlc4105d,0c:83:cc:c4:10:5d,wpa2,31.89063423,-102.3016491,1,,11/12/24 0:37
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.89063423,-102.3016491,6,,11/12/24 0:37
tlb9d3d1,0c:83:cc:b9:d3:d1,wpa2,31.89063423,-102.3016491,11,,11/12/24 0:37
ATTJH3BIs3,ac:8f:a9:d0:1c:74,wpa2,31.89063423,-102.3016491,5,,11/12/24 0:37
[range]_E30AJT7113406P,bc:10:2f:93:5f:5c,wpa2,31.89063423,-102.3016491,1,,11/12/24 0:37
NETGEAR06-5G-1,10:0c:6b:62:42:7b,wpa2,31.89063423,-102.3016491,44,,11/12/24 0:37
ARRIS-4101-5G,24:94:cb:b5:6f:60,wpa2,31.89063423,-102.3016491,161,,11/12/24 0:37
MOTOROLA-A86B3,9c:c9:eb:06:9d:59,wpa2,31.89063423,-102.3016491,153,,11/12/24 0:37
MOTOROLA-A86B3,9c:c9:eb:06:9d:57,wpa2,31.89063423,-102.3016491,11,,11/12/24 0:37
ORBI38,44:a5:6e:44:ba:6a,wpa2,31.89063423,-102.3016491,48,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:28,wpa2,31.89063423,-102.3016491,52,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:24,wpa2,31.89063423,-102.3016491,1,,11/12/24 0:37
ORBI38,4a:a5:6e:44:c8:1d,wpa2,31.89063423,-102.3016491,11,,11/12/24 0:37
DIRECT-E5-HP DeskJet 2800 series,28:c5:c8:e2:49:e6,wpa2,31.89063423,-102.3016491,11,,11/12/24 0:37
Linksys15881,c4:41:1e:a4:08:5e,wpa2,31.89063423,-102.3016491,11,,11/12/24 0:37
,48:41:7b:3d:d1:2f,wpa2,31.89063423,-102.3016491,100,,11/12/24 0:37
LG_Speaker_SP8YA_2467.l057,fa:8f:ca:8f:ea:ad,open,31.89063423,-102.3016491,6,,11/12/24 0:37
ATT98FNnQs,10:c4:ca:93:bd:24,wpa2,31.89078108,-102.3016007,6,,11/12/24 0:37
SBG8300-643D-5G,b0:5d:d4:f8:13:00,wpa2,31.89085404,-102.3015765,48,,11/12/24 0:37
SBG8300Guest-643D-5G,b2:5d:d4:f8:13:20,wpa2,31.89085404,-102.3015765,48,,11/12/24 0:37
ATTxrG5zWa,48:41:7b:3d:d1:2c,wpa2,31.8912925,-102.3006295,100,,11/12/24 0:38
,44:a5:6e:44:ba:69,wpa2,31.8912925,-102.3006295,157,,11/12/24 0:38
SunsNet,de:36:0c:5b:bb:f0,wpa2,31.8912925,-102.3006295,149,,11/12/24 0:38
TMOBILE-7603,c0:d7:aa:f3:76:05,wpa2,31.8912925,-102.3006295,5,,11/12/24 0:38
ORBI38,44:a5:6e:44:c8:20,wpa2,31.8912925,-102.3006295,48,,11/12/24 0:38
tlc4105d,0c:83:cc:c4:10:5d,wpa2,31.8912925,-102.3006295,1,,11/12/24 0:38
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.8912925,-102.3006295,6,,11/12/24 0:38
tlb9d3d1,0c:83:cc:b9:d3:d1,wpa2,31.8912925,-102.3006295,11,,11/12/24 0:38
ATTJH3BIs3,ac:8f:a9:d0:1c:74,wpa2,31.8912925,-102.3006295,5,,11/12/24 0:38
[range]_E30AJT7113406P,bc:10:2f:93:5f:5c,wpa2,31.8912925,-102.3006295,1,,11/12/24 0:38
NETGEAR06-5G-1,10:0c:6b:62:42:7b,wpa2,31.8912925,-102.3006295,44,,11/12/24 0:38
ARRIS-4101-5G,24:94:cb:b5:6f:60,wpa2,31.8912925,-102.3006295,161,,11/12/24 0:38
MOTOROLA-A86B3,9c:c9:eb:06:9d:59,wpa2,31.8912925,-102.3006295,153,,11/12/24 0:38
MOTOROLA-A86B3,9c:c9:eb:06:9d:57,wpa2,31.8912925,-102.3006295,11,,11/12/24 0:38
ORBI38,44:a5:6e:44:ba:6a,wpa2,31.8912925,-102.3006295,48,,11/12/24 0:38
ATTxrG5zWa,48:41:7b:3d:d1:28,wpa2,31.8912925,-102.3006295,52,,11/12/24 0:38
ATTxrG5zWa,48:41:7b:3d:d1:24,wpa2,31.8912925,-102.3006295,1,,11/12/24 0:38
ORBI38,4a:a5:6e:44:c8:1d,wpa2,31.8912925,-102.3006295,11,,11/12/24 0:38
DIRECT-E5-HP DeskJet 2800 series,28:c5:c8:e2:49:e6,wpa2,31.8912925,-102.3006295,11,,11/12/24 0:38
Linksys15881,c4:41:1e:a4:08:5e,wpa2,31.8912925,-102.3006295,11,,11/12/24 0:38
,48:41:7b:3d:d1:2f,wpa2,31.8912925,-102.3006295,100,,11/12/24 0:38
LG_Speaker_SP8YA_2467.l057,fa:8f:ca:8f:ea:ad,open,31.8912925,-102.3006295,6,,11/12/24 0:38
SBG8300-643D-5G,b0:5d:d4:f8:13:00,wpa2,31.89130847,-102.3005603,48,,11/12/24 0:38
ATT98FNnQs,10:c4:ca:93:bd:24,wpa2,31.89130847,-102.3005603,6,,11/12/24 0:38
SBG8300Guest-643D-5G,b2:5d:d4:f8:13:20,wpa2,31.89130847,-102.3005603,48,,11/12/24 0:38
DIRECT-4B-HP My direct print,48:ba:4e:85:a5:57,wpa2,31.89120321,-102.3001001,9,,11/12/24 0:38
,fc:3f:a6:86:0b:2a,open,31.89120321,-102.3001001,100,,11/12/24 0:38
ATT3HXK6jl,d0:fc:d0:8f:44:8c,wpa2,31.89120321,-102.3001001,149,,11/12/24 0:38
Samsung Fridge_E50AJTRE121P,bc:10:2f:14:3c:e7,wpa2,31.89120321,-102.3001001,1,,11/12/24 0:38
ARRIS-A70D-5G,48:4e:fc:ee:59:89,wpa2,31.89120321,-102.3001001,161,,11/12/24 0:38
ATT44l6VxM,48:41:7b:14:8d:0c,wpa2,31.89120321,-102.3001001,100,,11/12/24 0:38
,22:48:6c:b7:18:45,wpa2,31.89120321,-102.3001001,36,,11/12/24 0:38
HP-Print-FA-ENVY 5530 series,fc:15:b4:6e:1e:fa,wpa2,31.89120321,-102.3001001,6,,11/12/24 0:38
,d0:3f:27:4e:32:e3,wpa2,31.89120321,-102.3001001,11,,11/12/24 0:38
,48:41:7b:14:8d:0f,wpa2,31.89120321,-102.3001001,100,,11/12/24 0:38
,d2:3f:27:54:7b:d0,wpa2,31.89120321,-102.3001001,11,,11/12/24 0:38
ATT3HXK6jl,d0:fc:d0:8f:44:84,wpa2,31.89120321,-102.3001001,9,,11/12/24 0:38
,d2:3f:27:4d:9a:18,wpa2,31.89120321,-102.3001001,11,,11/12/24 0:38
ATT3HXK6jl,d0:fc:d0:8f:44:88,wpa2,31.89120321,-102.3001001,36,,11/12/24 0:38
jdale,a0:2d:13:a3:08:38,wpa2,31.89120321,-102.3001001,1,,11/12/24 0:38
VTECH_5766_5d10,a6:97:5c:a5:5d:10,wpa2,31.89120321,-102.3001001,9,,11/12/24 0:38
ATT44l6VxM,48:41:7b:14:8d:04,wpa2,31.89120321,-102.3001001,1,,11/12/24 0:38
My Wifi 87,fc:3f:a6:86:0b:27,wpa2,31.89120321,-102.3001001,100,,11/12/24 0:38
ATTqdP3xi2,38:a0:67:5f:57:58,wpa2,31.89120321,-102.3001001,36,,11/12/24 0:38
ATT44l6VxM,48:41:7b:14:8d:08,wpa2,31.89120321,-102.3001001,56,,11/12/24 0:38
,fc:3f:a6:86:0b:24,unknown,31.89120321,-102.3001001,100,,11/12/24 0:38
,d0:fc:d0:8f:44:8f,wpa2,31.89135321,-102.300156,149,,11/12/24 0:38
ARLO_VMB_1570735802,cc:40:d0:19:b2:80,wpa2,31.89135321,-102.300156,10,,11/12/24 0:38
tl6b5179,88:6a:e3:6b:51:79,wpa2,31.89135321,-102.300156,6,,11/12/24 0:38
ARRIS-A70D-5G,48:4e:fc:ee:59:89,wpa2,31.89135321,-102.300156,161,,11/12/24 0:38
ARRIS-A70D,48:4e:fc:ee:59:88,wpa2,31.89135321,-102.300156,11,,11/12/24 0:38
My Wifi 87,9c:57:bc:a9:51:46,wpa2,31.89135321,-102.300156,6,,11/12/24 0:38
ATT44l6VxM,48:41:7b:14:8d:04,wpa2,31.89135321,-102.300156,1,,11/12/24 0:38
DIRECTV_WVB_520BE42F,0c:08:b4:46:37:08,wpa2,31.89135321,-102.300156,136,,11/12/24 0:38
NETGEAR23,cc:40:d0:c0:2b:3b,wpa2,31.89135321,-102.300156,6,,11/12/24 0:38
ATTqdP3xi2,38:a0:67:5f:57:5c,wpa2,31.89135321,-102.300156,100,,11/12/24 0:38
ARRIS-D559-5G,6c:63:9c:69:18:dd,wpa2,31.89135321,-102.300156,36,,11/12/24 0:38
DIRECT-CC-HP ENVY 5660 series,ec:8e:b5:1b:e7:cd,wpa2,31.89135321,-102.300156,6,,11/12/24 0:38
,28:74:f5:f6:c0:6f,wpa2,31.89135321,-102.300156,153,,11/12/24 0:38
tl7851c8,88:6a:e3:78:51:c8,wpa2,31.89135321,-102.300156,6,,11/12/24 0:38
ATTqdP3xi2,38:a0:67:5f:57:54,wpa2,31.89135321,-102.300156,10,,11/12/24 0:38
ATTvZb966a,28:74:f5:f6:c0:6c,wpa2,31.89135321,-102.300156,153,,11/12/24 0:38
Slaughter,cc:f4:11:5d:5b:c3,wpa2,31.89138554,-102.3002909,6,,11/12/24 0:38
NETGEAR23-5G,cc:40:d0:c0:2b:3c,wpa2,31.89138554,-102.3002909,161,,11/12/24 0:38
ATTvZb966a,28:74:f5:f6:c0:64,wpa2,31.89138554,-102.3002909,5,,11/12/24 0:38
,d2:3f:27:4e:32:e3,wpa2,31.89138554,-102.3002909,11,,11/12/24 0:38
,c6:98:5c:3b:2a:a3,wpa2,31.89138554,-102.3002909,36,,11/12/24 0:38
,d0:3f:27:4d:9a:18,wpa2,31.89138554,-102.3002909,11,,11/12/24 0:38
NETGEAR23,cc:40:d0:c0:2b:3b,wpa2,31.89135638,-102.3004739,6,,11/12/24 0:38
NETGEAR23-5G,cc:40:d0:c0:2b:3c,wpa2,31.89135638,-102.3004739,161,,11/12/24 0:38
,d2:3f:27:4e:32:e3,wpa2,31.89135638,-102.3004739,11,,11/12/24 0:38
HP-Print-FA-ENVY 5530 series,fc:15:b4:6e:1e:fa,wpa2,31.89135638,-102.3004739,6,,11/12/24 0:38
,aa:b5:7c:25:b9:f0,wpa2,31.89135638,-102.3004739,161,,11/12/24 0:38
Slaughter,f0:72:ea:50:f7:aa,wpa2,31.89135638,-102.3004739,1,,11/12/24 0:38
TheWifiGuy,48:e2:ad:5d:23:24,wpa2,31.89135638,-102.3004739,6,,11/12/24 0:38
ATT3HXK6jl,d0:fc:d0:8f:44:88,wpa2,31.89121844,-102.3011408,36,,11/12/24 0:38
ATTqdP3xi2,38:a0:67:5f:57:58,wpa2,31.89121844,-102.3011408,36,,11/12/24 0:38
ATT44l6VxM,48:41:7b:14:8d:08,wpa2,31.89121844,-102.3011408,56,,11/12/24 0:38
ARRIS-D559-5G,6c:63:9c:69:18:dd,wpa2,31.89121158,-102.3011964,36,,11/12/24 0:38
DIRECT-CC-HP ENVY 5660 series,ec:8e:b5:1b:e7:cd,wpa2,31.89121158,-102.3011964,6,,11/12/24 0:38
ATTqdP3xi2,38:a0:67:5f:57:54,wpa2,31.89121158,-102.3011964,10,,11/12/24 0:38
,d0:3f:27:4d:9a:18,wpa2,31.89119719,-102.3012911,11,,11/12/24 0:38
VP,b4:63:6f:bb:55:88,wpa2,31.89129454,-102.3014562,48,,11/12/24 0:39
,88:ef:16:6d:53:03,wpa2,31.89129454,-102.3014562,149,,11/12/24 0:39
VP,b4:63:6f:bb:55:84,wpa2,31.89129454,-102.3014562,10,,11/12/24 0:39
,82:17:b8:4b:1a:40,wpa2,31.89129454,-102.3014562,149,,11/12/24 0:39
,1a:91:82:8b:76:68,wpa2,31.89129454,-102.3014562,3,,11/12/24 0:39
ATTvDkCNuI,62:ed:13:a3:a1:cd,wpa2,31.89129454,-102.3014562,48,,11/12/24 0:39
,62:fd:13:a3:a1:ce,wpa2,31.89129454,-102.3014562,149,,11/12/24 0:39
NSACsYou,88:ef:16:6d:53:00,wpa2,31.89129454,-102.3014562,2,,11/12/24 0:39
DIRECT-0C-HP OfficeJet Pro 6970,b4:b6:86:41:d3:0d,wpa2,31.89129454,-102.3014562,5,,11/12/24 0:39
ATTvDkCNuI,a0:2d:13:a3:a1:cb,wpa2,31.89129454,-102.3014562,6,,11/12/24 0:39
,52:0d:13:c1:5e:bf,wpa2,31.89129454,-102.3014562,149,,11/12/24 0:39
,14:55:b9:47:2f:6f,wpa2,31.89129454,-102.3014562,149,,11/12/24 0:39
NSACsYou,f4:17:b8:4b:1a:4f,wpa2,31.89129454,-102.3014562,149,,11/12/24 0:39
VP,b4:63:6f:bb:55:88,wpa2,31.89177805,-102.3025033,48,,11/12/24 0:39
,88:ef:16:6d:53:03,wpa2,31.89177805,-102.3025033,149,,11/12/24 0:39
VP,b4:63:6f:bb:55:84,wpa2,31.89177805,-102.3025033,10,,11/12/24 0:39
,82:17:b8:4b:1a:40,wpa2,31.89177805,-102.3025033,149,,11/12/24 0:39
,1a:91:82:8b:76:68,wpa2,31.89177805,-102.3025033,3,,11/12/24 0:39
ATTvDkCNuI,62:ed:13:a3:a1:cd,wpa2,31.89177805,-102.3025033,48,,11/12/24 0:39
,62:fd:13:a3:a1:ce,wpa2,31.89177805,-102.3025033,149,,11/12/24 0:39
NSACsYou,88:ef:16:6d:53:00,wpa2,31.89177805,-102.3025033,2,,11/12/24 0:39
DIRECT-0C-HP OfficeJet Pro 6970,b4:b6:86:41:d3:0d,wpa2,31.89177805,-102.3025033,5,,11/12/24 0:39
ATTvDkCNuI,a0:2d:13:a3:a1:cb,wpa2,31.89177805,-102.3025033,6,,11/12/24 0:39
,52:0d:13:c1:5e:bf,wpa2,31.89177805,-102.3025033,149,,11/12/24 0:39
,14:55:b9:47:2f:6f,wpa2,31.89177805,-102.3025033,149,,11/12/24 0:39
NSACsYou,f4:17:b8:4b:1a:4f,wpa2,31.89177805,-102.3025033,149,,11/12/24 0:39
VP,b4:63:6f:bb:55:88,wpa2,31.8927954,-102.3034984,48,,11/12/24 0:39
,88:ef:16:6d:53:03,wpa2,31.8927954,-102.3034984,149,,11/12/24 0:39
VP,b4:63:6f:bb:55:84,wpa2,31.8927954,-102.3034984,10,,11/12/24 0:39
,82:17:b8:4b:1a:40,wpa2,31.8927954,-102.3034984,149,,11/12/24 0:39
,1a:91:82:8b:76:68,wpa2,31.8927954,-102.3034984,3,,11/12/24 0:39
ATTvDkCNuI,62:ed:13:a3:a1:cd,wpa2,31.8927954,-102.3034984,48,,11/12/24 0:39
,62:fd:13:a3:a1:ce,wpa2,31.8927954,-102.3034984,149,,11/12/24 0:39
NSACsYou,88:ef:16:6d:53:00,wpa2,31.8927954,-102.3034984,2,,11/12/24 0:39
DIRECT-0C-HP OfficeJet Pro 6970,b4:b6:86:41:d3:0d,wpa2,31.8927954,-102.3034984,5,,11/12/24 0:39
ATTvDkCNuI,a0:2d:13:a3:a1:cb,wpa2,31.8927954,-102.3034984,6,,11/12/24 0:39
,52:0d:13:c1:5e:bf,wpa2,31.8927954,-102.3034984,149,,11/12/24 0:39
,14:55:b9:47:2f:6f,wpa2,31.8927954,-102.3034984,149,,11/12/24 0:39
NSACsYou,f4:17:b8:4b:1a:4f,wpa2,31.8927954,-102.3034984,149,,11/12/24 0:39
VP,b4:63:6f:bb:55:88,wpa2,31.89380412,-102.3042912,48,,11/12/24 0:40
,88:ef:16:6d:53:03,wpa2,31.89380412,-102.3042912,149,,11/12/24 0:40
VP,b4:63:6f:bb:55:84,wpa2,31.89380412,-102.3042912,10,,11/12/24 0:40
,82:17:b8:4b:1a:40,wpa2,31.89380412,-102.3042912,149,,11/12/24 0:40
